,DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,CANDIDATO_PROVINCIA_CODIGO,CANDIDATO_PROVINCIA_NOMBRE,CANDIDATO_CANTON_CODIGO,CANDIDATO_CANTON_NOMBRE,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_SEXO,CANDIDATO_EDAD,CANDIDATO_ORDEN_LISTA,SUPLENTE1_NOMBRE,SUPLENTE1_SEXO,SUPLENTE1_EDAD,SUPLENTE2_NOMBRE,SUPLENTE2_SEXO,SUPLENTE2_EDAD,CANDIDATO_ESTADO
2806,5.0,CONCEJAL MUNICIPAL,14.0,MORONA SANTIAGO,926.0,TAISHA,140000000203.0,5149260000004.0,PAPUE NARANKAS JAIME,HOMBRES,27.0,2.0,NAICHAPI TIVI CRISTINA LISSETTE,MUJERES,33.0,,,,NO ELECTOS
2807,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,885.0,NABON,7.0,5018850000010.0,MIRANDA RAUL SHOVANI,HOMBRES,36.0,1.0,OCHOA SOLANO NORMA GEORGINA,MUJERES,33.0,,,,NO ELECTOS
2808,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,715.0,PEDRO CARBO,18.0,5097150000034.0,PONCE RODRIGUEZ ZOILA COLOMBIA,MUJERES,45.0,1.0,ORTIZ MEJILLON MERIDA DEL ROCIO,MUJERES,33.0,,,,NO ELECTOS
2809,7.0,DIPUTADOS PROVINCIALES,6.0,CHIMBORAZO,0.0,0.0,11.0,7060000000035.0,VASCONEZ ANDRADE MARCIA ANTONIETA,MUJERES,37.0,3.0,OSEJO VALLEJO ROSA EDITH,MUJERES,33.0,,,,NO ELECTOS
2810,7.0,DIPUTADOS PROVINCIALES,8.0,ESMERALDAS,0.0,0.0,7.0,7080000000026.0,CASTILLO CONTRERAS SONIA CECILIA,MUJERES,36.0,2.0,OTOYA ESTUPINAN KARINA IVONNE,MUJERES,33.0,,,,NO ELECTOS
2811,5.0,CONCEJAL MUNICIPAL,3.0,CAÑAR,235.0,AZOGUES,24.0,5032350000036.0,CRESPO SANTACRUZ GABRIEL ALONSO,HOMBRES,32.0,4.0,PADILLA ANDRADE NORA NOEMI,MUJERES,33.0,,,,NO ELECTOS
2812,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,105.0,PUJILI,50000000201.0,5051050000005.0,VILLEGAS PACHECHO LUIS AUGUSTO,HOMBRES,49.0,2.0,PALLO LOGRO MARIA ERCILIA,MUJERES,33.0,,,,NO ELECTOS
2813,5.0,CONCEJAL MUNICIPAL,20.0,GALÁPAGOS,805.0,SANTA CRUZ,200000000042.0,5208050000016.0,AMAY AMAY MARTHA HERLINDA,MUJERES,34.0,2.0,PANCHANA CORDOVA SHIRLEY PIEDAD,MUJERES,33.0,,,,NO ELECTOS
2814,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,115.0,SAQUISILI,5.0,5051150000006.0,CALAPAQUI OÑA  PATRICIA,MUJERES,25.0,3.0,PEÑA IZA  SANDRA LILIAN,MUJERES,33.0,,,,NO ELECTOS
2815,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,70.0,MEJIA,17.0,5170700000027.0,CALISPA PALOMEQUE AMPARO ARASELI,MUJERES,33.0,3.0,PERALTA CUMBAJIN MARTHA SOLEDAD,MUJERES,33.0,,,,NO ELECTOS
2816,7.0,DIPUTADOS PROVINCIALES,18.0,TUNGURAHUA,0.0,0.0,180000000203.0,7180000000050.0,MANTILLA VAYAS ELSA MARIA ROSARIO,MUJERES,59.0,2.0,PEREZ SUAREZ CANDY DEL ROCIO,MUJERES,33.0,,,,NO ELECTOS
2817,5.0,CONCEJAL MUNICIPAL,8.0,ESMERALDAS,561.0,RIO VERDE,15.0,5085610000022.0,OLMEDO QUINONEZ CELIA GERMANIA,MUJERES,58.0,1.0,PERLAZA MINA CARMEN ROCIO,MUJERES,33.0,,,,NO ELECTOS
2818,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,260.0,CUENCA,6.0,5012600000041.0,VICUÑA ARELLANO OSWALDO ENRIQUE,HOMBRES,41.0,6.0,PESANTEZ ABAD LORENA ELIZABETH,MUJERES,33.0,,,,NO ELECTOS
2819,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,495.0,PAJAN,4.0,5134950000008.0,CHAVARRIA  CHOEZ CIRILO ALEJANDRO,HOMBRES,53.0,2.0,PINCAY BANCHON FRAYSY LESTIEX,MUJERES,33.0,,,,NO ELECTOS
2820,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,440.0,PORTOVIEJO,134400000045.0,5134400000092.0,VADIVIEZO VELEZ ISABEL CRISTINA,MUJERES,48.0,2.0,PINCAY COBEÑA GLORIA MIREYA,MUJERES,33.0,,,,NO ELECTOS
2821,5.0,CONCEJAL MUNICIPAL,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,7.0,5196550000011.0,TOLEDO RUILOVA NORMAN ORLANDO,HOMBRES,42.0,2.0,PINEDA ORELLANA IRMA LUCRECIA,MUJERES,33.0,,,,NO ELECTOS
2822,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,215.0,ALAUSI,62150000207.0,5062150000005.0,TORRES FIALLO  MARIA CECILIA,MUJERES,46.0,2.0,PINO RUBIO SAIDA ELISABED,MUJERES,33.0,,,,NO ELECTOS
2823,3.0,CONSEJERO PROVINCIAL,13.0,MANABÍ,0.0,0.0,17.0,3130000000060.0,VELEZ BASURTO NARCISA   ARACELY,MUJERES,36.0,5.0,PONCE MENDOZA GLADYS MERCEDES,MUJERES,33.0,,,,NO ELECTOS
2824,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,455.0,JIPIJAPA,14.0,5134550000032.0,AREVALO GARCIA HERMINIA DEL ROCIO,MUJERES,30.0,2.0,QUIMIS LORENA FLOR LORENA,MUJERES,33.0,,,,NO ELECTOS
2825,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,370.0,PINAS,6.0,5073700000011.0,JIMENEZ CALVA MARTHA ISABEL,MUJERES,46.0,2.0,RAMIREZ MORA DOLORES PATRICIA,MUJERES,33.0,,,,NO ELECTOS
2826,3.0,CONSEJERO PROVINCIAL,7.0,EL ORO,0.0,0.0,24.0,3070000000050.0,ROMERO JARAMILLO IRMA MARIA,MUJERES,32.0,2.0,RAMON MONTENEGRO ELAINE CAROL,MUJERES,33.0,,,,NO ELECTOS
2827,5.0,CONCEJAL MUNICIPAL,10.0,IMBABURA,35.0,OTAVALO,11.0,5100350000021.0,VEGA VELASCO HERMAN EDUARDO,HOMBRES,45.0,1.0,RENGIFO DAVILA MARIA AUGUSTA,MUJERES,33.0,,,,NO ELECTOS
2828,5.0,CONCEJAL MUNICIPAL,11.0,LOJA,290.0,CATAMAYO,5.0,5112900000009.0,ABAD GOMEZ YENY LUCIA,MUJERES,21.0,3.0,RIVAS PALADINES LILIANA ESMERALDA,MUJERES,33.0,,,,NO ELECTOS
2829,5.0,CONCEJAL MUNICIPAL,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,6.0,5196550000009.0,TIWI JUANK GALO,HOMBRES,41.0,3.0,ROBLES CORDOVA GRISALIDA NORALMA,MUJERES,33.0,,,,NO ELECTOS
2830,3.0,CONSEJERO PROVINCIAL,12.0,LOS RÍOS,0.0,0.0,24.0,3120000000054.0,MONSERRATE DELGADO CELIA MARIA,MUJERES,29.0,2.0,ROCHA RECALDE IRENE EDITH,MUJERES,33.0,,,,NO ELECTOS
2831,5.0,CONCEJAL MUNICIPAL,19.0,ZAMORA CHINCHIPE,661.0,PALANDA,10.0,5196610000007.0,ORTIZ ARMIJOS HUGO SENON,HOMBRES,52.0,1.0,RODRIGUEZ PARDO CECILIA,MUJERES,33.0,,,,NO ELECTOS
2832,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,410.0,SANTA ELENA,5.0,5094100000018.0,SORIANO NEIRA JACINTA APOLONIA,MUJERES,45.0,3.0,RODRIGUEZ REYES LUISA ALEJANDRINA,MUJERES,33.0,,,,NO ELECTOS
2833,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,715.0,PEDRO CARBO,10.0,5097150000021.0,MACIAS LUCAS ZOILA LASTENIA,MUJERES,54.0,3.0,RODRIGUEZ SALAZAR BETSY SHIRLEY,MUJERES,33.0,,,,NO ELECTOS
2834,5.0,CONCEJAL MUNICIPAL,2.0,BOLÍVAR,180.0,CHILLANES,18.0,5021800000018.0,CHAQUINGA GAVIDIA MARIA MAGDALENA,MUJERES,30.0,3.0,RODRIGUEZ VALLEJO VILMA SANDRITA,MUJERES,33.0,,,,NO ELECTOS
2835,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,435.0,NARANJAL,15.0,5094350000027.0,JADAN RUIZ MAXIMILIANO,HOMBRES,65.0,3.0,RODRIGUEZ ZAMBRANO JANET ISABEL,MUJERES,33.0,,,,NO ELECTOS
2836,5.0,CONCEJAL MUNICIPAL,4.0,CARCHI,995.0,SAN PEDRO DE HUACA,40000000042.0,5049950000021.0,PAILLACHO NARVAEZ IRALDA ALICIA,MUJERES,26.0,3.0,RUEDA ESTRADA CRUZ ELENA,MUJERES,33.0,,,,NO ELECTOS
2837,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,840.0,PICHINCHA,7.0,5138400000017.0,CALDERON VERA NANCY NARCISA,MUJERES,45.0,2.0,SABANDO MANZABA ZETTY MIRELLY,MUJERES,33.0,,,,NO ELECTOS
2838,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,675.0,PALESTINA,1.0,5096750000002.0,CEREZO VIZUETA CARMEN ROSA,MUJERES,60.0,2.0,SALAVARRIA PEÑA ALEJA ROSALBA,MUJERES,33.0,,,,NO ELECTOS
2839,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,390.0,GUAYAQUIL,10.0,5093900000053.0,BELTRAN BORJA AMADA DEL CARMEN,MUJERES,53.0,4.0,SALAZAR BARAHONA CAROLA ENRIQUETA,MUJERES,33.0,,,,NO ELECTOS
2840,5.0,CONCEJAL MUNICIPAL,2.0,BOLÍVAR,165.0,GUARANDA,10.0,5021650000026.0,QUINATOA POZO VINICIO GERMAN,HOMBRES,47.0,2.0,SALAZAR PAUCAR MARGOD ELISAVED,MUJERES,33.0,,,,NO ELECTOS
2841,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,60.0,QUITO,28.0,5170600000119.0,SANDOVAL CHASI  EMERSON DANILO,HOMBRES,28.0,7.0,SANDOVAL CHASI SELENE DEL PILAR,MUJERES,33.0,,,,NO ELECTOS
2842,7.0,DIPUTADOS PROVINCIALES,17.0,PICHINCHA,0.0,0.0,28.0,7170000000230.0,VELEZ TAPIA  BERTHA FABIOLA,MUJERES,55.0,6.0,SANTANDER VIVERO  XIMENA CECILIA,MUJERES,33.0,,,,NO ELECTOS
2843,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,675.0,PALESTINA,7.0,5096750000015.0,MARTINEZ ZAMBRANO VIVIANA ELIZABETH,MUJERES,21.0,3.0,SELLAN VARGAS MONICA SUZANA,MUJERES,33.0,,,,NO ELECTOS
2844,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,65.0,CAYAMBE,7.0,5170650000013.0,PASPUEZAN POZO ORLANDO BLADIMIR,HOMBRES,40.0,1.0,SIMBAÑA VARGAS MARTHA ALICIA,MUJERES,33.0,,,,NO ELECTOS
2845,3.0,CONSEJERO PROVINCIAL,18.0,TUNGURAHUA,0.0,0.0,1.0,3180000000002.0,ARCOS ALTAMIRANO ROSA JOSEFA,MUJERES,34.0,2.0,SOLANO HARO MONICA LETICIA,MUJERES,33.0,,,,NO ELECTOS
2846,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,480.0,CHONE,17.0,5134800000055.0,ESPINEL MENDOZA IVIS KARINA,MUJERES,30.0,5.0,SOLORZANO ZAMBRANO MARIA ELENA,MUJERES,33.0,,,,NO ELECTOS
2847,7.0,DIPUTADOS PROVINCIALES,17.0,PICHINCHA,0.0,0.0,6.0,7170000000076.0,NIETO YEPEZ RUBY DE LOS ANGELES,MUJERES,42.0,6.0,SUASNAVAS FLORES DORA DE LAS MERCEDES,MUJERES,33.0,,,,NO ELECTOS
2848,5.0,CONCEJAL MUNICIPAL,14.0,MORONA SANTIAGO,590.0,MORONA,11.0,5145900000019.0,GUAJARE GUAJARI SEGUNDO JOSE,HOMBRES,39.0,1.0,TAISH YAMPIK GRICELDA CLARET,MUJERES,33.0,,,,NO ELECTOS
2849,3.0,CONSEJERO PROVINCIAL,11.0,LOJA,0.0,0.0,15.0,3110000000029.0,HERNANDEZ CUEVA CARLOTA MARLENE,MUJERES,41.0,2.0,TAPIA BENAVIDES CARMEN AMELIA,MUJERES,33.0,,,,NO ELECTOS
2850,5.0,CONCEJAL MUNICIPAL,18.0,TUNGURAHUA,845.0,CEVALLOS,180000000201.0,5188450000005.0,FREIRE LOPEZ DIANA BEATRIZ,MUJERES,20.0,2.0,TENELEMA JIMENEZ ELSA NARCIZA,MUJERES,33.0,,,,NO ELECTOS
2851,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,900.0,CUMANDA,7.0,5069000000014.0,RUBIO ARTEAGA TAMAR XIMENA,MUJERES,35.0,2.0,TINIZARAY PINTADO IRMA MARIA,MUJERES,33.0,,,,NO ELECTOS
2852,5.0,CONCEJAL MUNICIPAL,18.0,TUNGURAHUA,90.0,TISALEO,7.0,5180900000014.0,ORTIZ RAMIREZ DIOCELINA DE LOS ANGELES,MUJERES,31.0,2.0,TISALEMA MASABANDA MARIA PIEDAD,MUJERES,33.0,,,,NO ELECTOS
2853,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,70.0,MEJIA,12.0,5170700000020.0,PINTO VILLAGOMEZ EDUARDO ELICEO,HOMBRES,38.0,2.0,TOAZA PILICITA VERONICA ELIZABETH,MUJERES,33.0,,,,NO ELECTOS
2854,7.0,DIPUTADOS PROVINCIALES,10.0,IMBABURA,0.0,0.0,39.0,7100000000036.0,RIVERA MONTALVAN KETTY NANCY,MUJERES,57.0,3.0,TOBAR SUBIA ANGULO LOURDES YOLANDA,MUJERES,33.0,,,,NO ELECTOS
2855,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,195.0,RIOBAMBA,60000000046.0,5061950000099.0,CRUZ GUATO  ANA CECILIA,MUJERES,21.0,4.0,TUQUINGA TUQUINGA  MARIA ELENA,MUJERES,33.0,,,,NO ELECTOS
2856,3.0,CONSEJERO PROVINCIAL,18.0,TUNGURAHUA,0.0,0.0,22.0,3180000000041.0,MAYORGA SOLIS JENNY ELIZABETH,MUJERES,31.0,2.0,VALDEZ DACTO LAURA ALEXANDRA,MUJERES,33.0,,,,NO ELECTOS
2857,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,820.0,DURAN,10.0,5098200000039.0,VILLACIS DELGADO JUDITH ALEXANDRA,MUJERES,35.0,4.0,VALLEJO ORTEGA LINDA ANGELITA,MUJERES,33.0,,,,NO ELECTOS
2858,5.0,CONCEJAL MUNICIPAL,2.0,BOLÍVAR,185.0,ECHEANDIA,18.0,5021850000032.0,LARA CARRASCO LUIS EDUARDO,HOMBRES,68.0,2.0,VASCO CONDOR NATASHA ALEXANDRA,MUJERES,33.0,,,,NO ELECTOS
2859,5.0,CONCEJAL MUNICIPAL,12.0,LOS RÍOS,535.0,URDANETA,15.0,5125350000021.0,CHUSAN JIMENEZ JOHN FERNANDO,HOMBRES,34.0,3.0,VERA CASTRO SENA DE LAS MERCEDES,MUJERES,33.0,,,,NO ELECTOS
2860,5.0,CONCEJAL MUNICIPAL,11.0,LOJA,730.0,PINDAL,12.0,5117300000016.0,LUDENA GUAYCHA BETTY AMPARITO,MUJERES,32.0,1.0,VERA CORDOVA ENMA PIEDAD,MUJERES,33.0,,,,NO ELECTOS
2861,5.0,CONCEJAL MUNICIPAL,4.0,CARCHI,5.0,TULCAN,202.0,5040050000008.0,RIVERA PACA MAGDALENA,MUJERES,42.0,4.0,VILLA MUESES DORIAN DEL ROCIO,MUJERES,33.0,,,,NO ELECTOS
2862,3.0,CONSEJERO PROVINCIAL,13.0,MANABÍ,0.0,0.0,6.0,3130000000028.0,A CUÑA LOOR GABRIEL HERNAN,HOMBRES,52.0,3.0,VILLAPRADO CHAVEZ CARMEN ELIZABETH,MUJERES,33.0,,,,NO ELECTOS
2863,7.0,DIPUTADOS PROVINCIALES,1.0,AZUAY,0.0,0.0,22.0,7010000000064.0,CONTRERAS VIDAL RAUL OSWALDO,HOMBRES,35.0,4.0,VINTIMILLA BUSTAMANTE AFRA AZUSENA,MUJERES,33.0,,,,NO ELECTOS
2864,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,350.0,MACHALA,17.0,5073500000070.0,LECARO GIL LISBETH JANNINE,MUJERES,38.0,4.0,VIVANCO CORDOVA LUCIA MARLENE,MUJERES,33.0,,,,NO ELECTOS
2865,5.0,CONCEJAL MUNICIPAL,4.0,CARCHI,25.0,BOLIVAR,40000000203.0,5040250000017.0,TARUCHAIN PANTOJA NELSON RAMIRO,HOMBRES,31.0,2.0,YAZAN HURTADO JANICE LILIANA,MUJERES,33.0,,,,NO ELECTOS
2866,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,230.0,FLAVIO ALFARO,15.0,5132300000026.0,CALDERON ARCENTALES LILIANA ELENA,MUJERES,35.0,2.0,ZAMBRANO ALCIVAR DAYI JOSEFA,MUJERES,33.0,,,,NO ELECTOS
2867,5.0,CONCEJAL MUNICIPAL,14.0,MORONA SANTIAGO,590.0,MORONA,140000000041.0,5145900000033.0,ORTIZ VELIN ESTELA VICTORIA,MUJERES,45.0,3.0,ZUMBA ANKUASH JOSEFINA LOURDES,MUJERES,33.0,,,,NO ELECTOS
2868,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,360.0,ZARUMA,12.0,5073600000020.0,BERREZUETA JARA EDGAR LEONARDO,HOMBRES,60.0,2.0,AGUILAR MORA JOSE FEDERICO,HOMBRES,34.0,,,,NO ELECTOS
2869,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,60.0,QUITO,5.0,5170600000035.0,TERAN SARZOSA FAUSTO,HOMBRES,37.0,7.0,AGUIRRE PAREDES JOSE VICENTE,HOMBRES,34.0,,,,NO ELECTOS
2870,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,475.0,SUCRE,130000000041.0,5134750000040.0,PANTA RIVERO BETTY ELIZABETH,MUJERES,42.0,1.0,ALBAN LOPEZ IGNACIO ANTONIO,HOMBRES,34.0,,,,NO ELECTOS
2871,5.0,CONCEJAL MUNICIPAL,4.0,CARCHI,5.0,TULCAN,1.0,5040050000001.0,YAR IMBACUAN HECTOR AQUILES,HOMBRES,42.0,1.0,ALMEIDA BENAVIDES HECTOR WILFRIDO,HOMBRES,34.0,,,,NO ELECTOS
2872,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,80.0,RUMINAHUI,7.0,5170800000015.0,PROAÑO TIPANTA LUIS ALFREDO,HOMBRES,51.0,3.0,ALQUINGA ANGO SEGUNDO GERARDO,HOMBRES,34.0,,,,NO ELECTOS
2873,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,400.0,DAULE,1.0,5094000000001.0,PAZMIÑO SIG TU WINSTON EDUARDO,HOMBRES,60.0,1.0,ALVARADO CONTRERAS JHONNY OLMEDO,HOMBRES,34.0,,,,NO ELECTOS
2874,5.0,CONCEJAL MUNICIPAL,15.0,NAPO,621.0,C.J.AROSEMENA TOLA,150000000202.0,5156210000009.0,SALCEDO PAZMINO ALICIA SUSANA,MUJERES,43.0,1.0,ALVARADO LICUY JUAN HILDO,HOMBRES,34.0,,,,NO ELECTOS
2875,5.0,CONCEJAL MUNICIPAL,8.0,ESMERALDAS,560.0,ESMERALDAS,17.0,5085600000062.0,QUIÑONEZ ORTIZ MARIA,MUJERES,48.0,2.0,ANGULO ARROYO JOHNNY,HOMBRES,34.0,,,,NO ELECTOS
2876,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,585.0,CHILLA,5.0,5075850000001.0,PAREDES NAGUA HECTOR AGUSTIN,HOMBRES,45.0,1.0,ARIAS ORELLANA LUIS ALBERTO,HOMBRES,34.0,,,,NO ELECTOS
2877,3.0,CONSEJERO PROVINCIAL,9.0,GUAYAS,0.0,0.0,90000000044.0,3090000000095.0,NORISTZ MERA JORGE HERMINIO,HOMBRES,56.0,5.0,ARROYO PERALTA CARMEN,HOMBRES,34.0,,,,NO ELECTOS
2878,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,230.0,FLAVIO ALFARO,24.0,5132300000032.0,ALCIVAR ZAMBRANO LUIS EDUARDO,HOMBRES,26.0,2.0,ARTEAGA BRAVO FREY  ANTONIO,HOMBRES,34.0,,,,NO ELECTOS
2879,3.0,CONSEJERO PROVINCIAL,5.0,COTOPAXI,0.0,0.0,18.0,3050000000032.0,TOAQUIZA CHITUPANTA JOSE ELIAS,HOMBRES,40.0,2.0,ASHCA SALAZAR LUIS ANIBAL JORGE,HOMBRES,34.0,,,,NO ELECTOS
2880,7.0,DIPUTADOS PROVINCIALES,7.0,EL ORO,0.0,0.0,11.0,7070000000035.0,RIOS HERRERA RODRIGO CORNELIO,HOMBRES,45.0,3.0,BALDEON VILLEGAS ROGER ALEXANDER,HOMBRES,34.0,,,,NO ELECTOS
2881,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,190.0,CHAMBO,10.0,5061900000015.0,HUARACA LOPEZ MANUEL,HOMBRES,39.0,3.0,BARRERA ESPINOZA MIGUEL LEON,HOMBRES,34.0,,,,NO ELECTOS
2882,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,215.0,ALAUSI,62150000208.0,5062150000009.0,ARMAS ARMAS ANGEL WALTER,HOMBRES,27.0,3.0,BERRONES SILVA JORGE  MAXIMILIANO,HOMBRES,34.0,,,,NO ELECTOS
2883,5.0,CONCEJAL MUNICIPAL,4.0,CARCHI,995.0,SAN PEDRO DE HUACA,40000000201.0,5049950000007.0,PAILLACHO AGUILAR MARIA ROBERTINA,MUJERES,55.0,1.0,BOLANOS FUERTES RODRIGO BAYARDO,HOMBRES,34.0,,,,NO ELECTOS
2884,5.0,CONCEJAL MUNICIPAL,12.0,LOS RÍOS,710.0,MONTALVO,6.0,5127100000010.0,ONOFRE VINUEZA JOSE ALICIO,HOMBRES,34.0,1.0,BOSQUEZ BOSQUEZ LEON  BENIGNO,HOMBRES,34.0,,,,NO ELECTOS
2885,5.0,CONCEJAL MUNICIPAL,12.0,LOS RÍOS,946.0,MOCACHE,3.0,5129460000006.0,LEON LEON PEDRO LUIS,HOMBRES,69.0,3.0,BRICIO UBE WILSON DANIEL,HOMBRES,34.0,,,,NO ELECTOS
2886,5.0,CONCEJAL MUNICIPAL,3.0,CAÑAR,241.0,SUSCAL,7.0,5032410000002.0,CASTILLO MUYOLEMA ROSA ALICIA,MUJERES,40.0,2.0,BUSTAMANTE MALDONADO JORGE OSWALDO,HOMBRES,34.0,,,,NO ELECTOS
2887,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,260.0,CUENCA,2.0,5012600000010.0,GARCIA CARPIO MODESTO RODRIGO,HOMBRES,68.0,3.0,CABRERA CORNEJO JORGE ALFREDO,HOMBRES,34.0,,,,NO ELECTOS
2888,5.0,CONCEJAL MUNICIPAL,8.0,ESMERALDAS,580.0,SAN LORENZO,10.0,5085800000014.0,CASTILLO CAICEDO DALIA MODESTA,MUJERES,52.0,2.0,CAICEDO MINA FELIX WASHINGTON,HOMBRES,34.0,,,,NO ELECTOS
2889,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,825.0,LA MANA,50000000201.0,5058250000007.0,LEMA GUAMANI ZENON FAUSTINO,HOMBRES,35.0,1.0,CAISA PUMAYO LUIS MESIAS,HOMBRES,34.0,,,,NO ELECTOS
2890,7.0,DIPUTADOS PROVINCIALES,15.0,NAPO,0.0,0.0,11.0,7150000000012.0,SHIGUANGO YUMBO CARLOS MATIAS,HOMBRES,42.0,2.0,CALAPUCHA TANGUILA MARCOS TIMOTEO,HOMBRES,34.0,,,,NO ELECTOS
2891,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,556.0,CAMILO PONCE ENRIQUEZ,15560000204.0,5015560000020.0,BERMEO RODRIGUEZ JULIO GENARO,HOMBRES,34.0,6.0,CALOZUMA PINEDA JOSE SILVERIO,HOMBRES,34.0,,,,NO ELECTOS
2892,5.0,CONCEJAL MUNICIPAL,8.0,ESMERALDAS,560.0,ESMERALDAS,17.0,5085600000061.0,OLAYA SUAREZ PABLO,HOMBRES,29.0,1.0,CALVOPINA OLMEDO ANGEL FRANCISCO,HOMBRES,34.0,,,,NO ELECTOS
2893,3.0,CONSEJERO PROVINCIAL,13.0,MANABÍ,0.0,0.0,17.0,3130000000059.0,SOLIS MERINO MEDARDO EMILIO,HOMBRES,45.0,4.0,CARREÑO PONCE JOSE ILIAN,HOMBRES,34.0,,,,NO ELECTOS
2894,3.0,CONSEJERO PROVINCIAL,18.0,TUNGURAHUA,0.0,0.0,1.0,3180000000001.0,SANDOVAL CHASI JUAN FRANCISCO,HOMBRES,45.0,1.0,CARVAJAL ALVAREZ MIGUEL ANGEL,HOMBRES,34.0,,,,NO ELECTOS
2895,5.0,CONCEJAL MUNICIPAL,10.0,IMBABURA,30.0,IBARRA,18.0,5100300000049.0,HEREDIA ENRIQUEZ MAURICIO XAVIER,HOMBRES,26.0,4.0,CARVAJAL IPIALES JOSE MODESTO,HOMBRES,34.0,,,,NO ELECTOS
2896,7.0,DIPUTADOS PROVINCIALES,17.0,PICHINCHA,0.0,0.0,201.0,7170000000018.0,CHICO SALGADO  MARIA ELENA,MUJERES,43.0,4.0,CASAMEN TACO  WASHINGTON WLADIMIR,HOMBRES,34.0,,,,NO ELECTOS
2897,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,430.0,SALITRE,22.0,5094300000032.0,VARAS BRIONES MILTON OSWALDO,HOMBRES,34.0,2.0,CASQUETE RIZZO HECTOR MANUEL,HOMBRES,34.0,,,,NO ELECTOS
2898,3.0,CONSEJERO PROVINCIAL,14.0,MORONA SANTIAGO,0.0,0.0,7.0,3140000000007.0,BERNAL HUACHAPA PABLO,HOMBRES,39.0,1.0,CASTILLO SUAREZ WAGNER ANTONIO,HOMBRES,34.0,,,,NO ELECTOS
2899,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,990.0,GUACHAPALA,202.0,5019900000003.0,PESANTEZ GUTIERREZ GERMAN,HOMBRES,44.0,3.0,CASTRO CACERES LEOPOLDO,HOMBRES,34.0,,,,NO ELECTOS
2900,5.0,CONCEJAL MUNICIPAL,12.0,LOS RÍOS,945.0,BUENA FE,4.0,5129450000009.0,BRIONES BAIDAL MACARIO ARTURO,HOMBRES,32.0,3.0,CEDENO MERA MARCOS ANTONIO,HOMBRES,34.0,,,,NO ELECTOS
2901,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,400.0,DAULE,5.0,5094000000016.0,ALVARADO RONQUILLO BELLA CONSUELO,MUJERES,39.0,4.0,CEDEÑO VELIZ MARCOS ENRIQUE,HOMBRES,34.0,,,,NO ELECTOS
2902,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,385.0,EL EMPALME,6.0,5093850000006.0,CRUZATTY ZAMBRANO VICTOR HUGO,HOMBRES,28.0,3.0,CELA WINTER WESTER WINTER,HOMBRES,34.0,,,,NO ELECTOS
